Code secteur;Libelle secteur;Code site;Libelle site;Code batiment;Libelle batiment;Lattitude/longitude;Adresse numero;Adresse rue;Adresse code postal;Adresse ville;Code salle;Libellé salle;Numero piece
5;BORDEAUX ;23;CARREIRE;218;Pharma 1;44.826435/-0.605938;146;Léo Saignat;33076;BORDEAUX;321;Salle de cours;
17;TALENCE;1;PEIXOTTO;A01;Bâtiment A01;44.808524/-0.592029;351;cours de la libération;33405;TALENCE;322;Salle informatique;
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;328;Salle de cours;305
17;TALENCE;1;PEIXOTTO;A01;Bâtiment A01;44.808524/-0.592029;351;cours de la libération;33405;TALENCE;329;Salle TP;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;333;Salle TP;333
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;333;Salle de cours;303
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;334;Salle de cours;304
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;335;Salle de cours;302
17;TALENCE;1;PEIXOTTO;A01;Bâtiment A01;44.808524/-0.592029;351;cours de la libération;33405;TALENCE;336;Salle TP;
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;336;Salle de cours;301
17;TALENCE;1;PEIXOTTO;A01;Bâtiment A01;44.808524/-0.592029;351;cours de la libération;33405;TALENCE;337;Salle TP;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;342;Salle TP;342
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;346;Salle TP;346
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;358;Salle TP;358
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;359;Salle de cours;359
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;364;Salle TP;364
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;372;Salle TP;372
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;377;Salle de cours;377
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;378;Salle TP;378
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;4;Salle TD;12
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-013;Salle TP;
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-019;Salle TP;
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-105;Salle TP;Salle 6
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-112;Salle TP;Salle 1
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-118;Salle TP;Salle 2
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-119;Salle TP;Salle 8
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;405;Salle de cours;406
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;407;Salle de cours;404
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;408;Salle TP;408
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;410;Salle de cours;405
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;412;Salle de cours;403
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;413;Salle de cours;402
5;BORDEAUX ;23;CARREIRE;218;Pharma 1;44.826435/-0.605938;146;Léo Saignat;33076;BORDEAUX;413;Salle TP;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;415;Salle TP;415
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;418;Salle de cours;401
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;419;Salle TP;419
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;420;Salle TP;420
5;BORDEAUX ;23;CARREIRE;218;Pharma 1;44.826435/-0.605938;146;Léo Saignat;33076;BORDEAUX;421;Salle TP;
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;428;Salle informatique;
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;429;Salle informatique;
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;430;Salle informatique;
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;432;Salle TP;432
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;436;Labo de langues;455
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;437;Salle informatique;452
17;TALENCE;1;PEIXOTTO;A21;Bâtiment A21;44.806464/-0.597934;351;cours de la libération;33405;TALENCE;440;Labo de langues;457
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;446;Salle TP;446
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;45;Salle de cours;3
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;458;Salle TP;458
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;467;Salle TP;467
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;471;Salle TP;471
17;TALENCE;1;PEIXOTTO;A22;Bâtiment A22;44.807202/-0.598968;351;cours de la libération;33405;TALENCE;472;Salle TP;472
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;5;Salle de cours;17
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;6;Salle de cours;16
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;7;Salle de cours;15
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;8;Salle de cours;14
1;AGEN;11;CAMPUS MICHEL SERRES;K2;IUT - GACO;44.185162/0.624881;1;campus Michel Serres;47000;AGEN;9;Salle de cours;4 +5
17;TALENCE;25;MONADEY;M1;Piscine universitaire;44.800288/-0.605461;;allée Pierre de Coubertin;33400;TALENCE;13;Salle de cours;
9;LE BARP;9;ILP;I1;Institut Lasers et Plasmas;44.636344/-0.798611;1;Mayne-rabit;33114;LE BARP;AMP A;Amphithéâtre;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;AMP001;Amphithéâtre;AMP001
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;AMP001;Amphithéâtre;0
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;AMP002;Amphithéâtre;AMP002
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;AMP201;Amphithéâtre;0
5;BORDEAUX ;24;LA VICTOIRE;AE;Bâtiment AE;44.831316/-0.570209;3 ter;place de la Victoire;33076;BORDEAUX;A+101;Salle informatique;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;C;Bâtiment C;44.798141/-0.616519;;rue Léon Duguit;33608;PESSAC;E202;Salle de cours;
5;BORDEAUX ;23;CARREIRE;216;Bâtiment TP;44.825376/-0.606069;146;Léo Saignat;33076;BORDEAUX;S220;Salle de cours;
5;BORDEAUX ;24;LA VICTOIRE;MAbis;Bâtiment Marne bis;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;001a;Salle informatique;0
5;BORDEAUX ;24;LA VICTOIRE;MAbis;Bâtiment Marne bis;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;3;Salle TD;0
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;18;Salle de cours;18
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;20;Salle informatique;20
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;34;Salle TD;34
5;BORDEAUX ;24;LA VICTOIRE;MAbis;Bâtiment Marne bis;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;101;Salle TP;0
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;115;Salle TD;0
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;116;Salle TP;0
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;116a;Salle TP;0
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;132;Salle TD;132
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;134;Salle TD;134
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;135;Salle TD;135
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;136;Salle TD;136
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;137;Salle TD;137
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;138;Salle TD;138
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;139;Salle TD;139
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;140;Salle TD;140
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;141;Salle TD;141
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;142;Salle TD;142
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;143;Salle TD;143
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;144;Salle TD;144
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;145;Salle TD;145
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;146;Salle TD;146
5;BORDEAUX ;24;LA VICTOIRE;MAbis;Bâtiment Marne bis;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;201;Salle TP;0
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;201;Salle TD;201;;;;;;
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;201a;Salle TP;0
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;202;Salle TD;202;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;203;Salle TD;203;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;204;Salle TD;204;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;205;Salle TD;205
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;205;Salle TD;205;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;206;Salle TD;206
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;206;Salle TD;206;;;;;;
5;BORDEAUX ;24;LA VICTOIRE;AE;Bâtiment AE;44.831316/-0.570209;3 ter;place de la Victoire;33076;BORDEAUX;206;Salle informatique;P-2-09
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;207;Salle TD;207
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;207;Salle TD;207;;;;;;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;A;Bâtiment A;43.885302/-0.511827;335;rue Saint Pierre;40000;MONT DE MARSAN;208;Salle d'équipe;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;208;Salle TD;208;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;208;Salle TD;208
13;MONT DE MARSAN;19;INSPE MONT MARSAN;A;Bâtiment A;43.885302/-0.511827;335;rue Saint Pierre;40000;MONT DE MARSAN;209;Salle d'équipe;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;209;Salle TD;209;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E10;Bâtiment 10ABC;44.790982/-0.608405;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;210;Salle TD;210;;;;;;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;210;Salle TD;210
13;MONT DE MARSAN;19;INSPE MONT MARSAN;A;Bâtiment A;43.885302/-0.511827;335;rue Saint Pierre;40000;MONT DE MARSAN;210;Salle d'équipe;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;A;Bâtiment A;43.885302/-0.511827;335;rue Saint Pierre;40000;MONT DE MARSAN;211;Salle d'équipe;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;211;Salle informatique;211
13;MONT DE MARSAN;19;INSPE MONT MARSAN;A;Bâtiment A;43.885302/-0.511827;335;rue Saint Pierre;40000;MONT DE MARSAN;212;Salle d'équipe;
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;216;Salle informatique;216
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;218;Salle informatique;218
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;220;Salle informatique;220
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;221;Salle TP;221
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;222;Salle de cours;0
8;GRADIGNAN;5;ROCQUENCOURT;E02;Bâtiment 0, 2, 3A;44.791503/-0.611602;15;rue Naudet;33175;GRADIGNAN;224;Salle TD;224
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;323;Salle informatique;0
5;BORDEAUX ;24;LA VICTOIRE;MA;Bâtiment Marne;44.830477/-0.570706;16  20;cours de la Marne;33082;BORDEAUX;325;Salle de cours;0
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-1;Labo de langues;
5;BORDEAUX ;24;LA VICTOIRE;B2;Bâtiment Broca 2;44.831614/-0.571491;18  34;Paul Broca;33076;BORDEAUX;1;Salle de cours;0
17;TALENCE;1;PEIXOTTO;A13;Bâtiment A13;44.806539/-0.595885;351;cours de la libération;33405;TALENCE;1;Salle de cours;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-2;Salle TD;
14;PAU;21;INSPE PAU;B;Bâtiment B;43.309124/-0.372328;44;Bd du recteur Jean Sarrailh BP 7517;64075;PAU;3;Salle de cours;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-4;Salle TD;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-5;Amphithéâtre;200
14;PAU;21;INSPE PAU;B;Bâtiment B;43.309124/-0.372328;44;Bd du recteur Jean Sarrailh BP 7517;64075;PAU;5;Salle de cours;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-6;Salle TD;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-8;Salle TD;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;B;Bâtiment B;43.884953/-0.512397;335;rue Saint Pierre;40000;MONT DE MARSAN;8;Salle de cours;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-9;Labo de langues;
1;AGEN;13;SITE DU PIN;1;Bâtiment 1;44.208311/0.627219;2;Quai de Dunkerque;47000;AGEN;-10;Salle TD;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;B;Bâtiment B;43.884953/-0.512397;335;rue Saint Pierre;40000;MONT DE MARSAN;11;Salle de cours;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;B;Bâtiment B;43.884953/-0.512397;335;rue Saint Pierre;40000;MONT DE MARSAN;13;Salle de cours;
13;MONT DE MARSAN;19;INSPE MONT MARSAN;B;Bâtiment B;43.884953/-0.512397;335;rue Saint Pierre;40000;MONT DE MARSAN;15;Salle de cours;
14;PAU;21;INSPE PAU;B;Bâtiment B;43.309124/-0.372328;44;Bd du recteur Jean Sarrailh BP 7517;64075;PAU;102;Salle de cours;
5;BORDEAUX ;23;CARREIRE;255;IBIO;44.828165/-0.606107;146;Léo Saignat;33076;BORDEAUX;229;Salle TP;0
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;BU;Bibliothque Universitaire;44.796573/-0.619336;;avenue Denis Diderot;33608;PESSAC;4C2;Salle multimédia;
17;TALENCE;1;PEIXOTTO;A30a;Bâtiment A30a;44.808298/-0.597006;351;cours de la libération;33405;TALENCE;AMP A;Amphithéâtre;
17;TALENCE;1;PEIXOTTO;A31a;Bâtiment A31a;44.808456/-0.595016;;;;;;;
;"351""";cours de la libération;33405;TALENCE;AMP A;Amphithéâtre;AMP A;;;;;;
5;BORDEAUX ;23;CARREIRE;229;CBNA;44.824793/-0.609839;146;Léo Saignat;33076;BORDEAUX;AMP001;Amphithéâtre;0
16;PESSAC;2;BORDES;B13;Bâtiment B13;44.802834/-0.610953;1;avenue des facultés;33067;PESSAC;A1-AMP A;Amphithéâtre;A1-AMP A
8;GRADIGNAN;5;ROCQUENCOURT;E08;Bâtiment 8AB GMP;44.790752/-0.609695;;;;;;;
;"15""";rue Naudet;33175;GRADIGNAN;B009;Salle des thses;9;;;;;;
5;BORDEAUX ;15;BASTIDE;1;PUSG;44.844557/-0.557807;35;avenue Abadie;33073;BORDEAUX;C 401;Salle d'équipe;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;C;Bâtiment C;44.798141/-0.616519;;rue Léon Duguit;33608;PESSAC;E226;Salle de cours;
16;PESSAC;20;MONTAIGNE-MONTESQUIEU;C;Bâtiment C;44.798141/-0.616519;;rue Léon Duguit;33608;PESSAC;F320;Salle informatique;
8;GRADIGNAN;5;ROCQUENCOURT;E03;Bâtiment 3B SGM;44.791344/-0.610872;15;rue Naudet;33175;GRADIGNAN;21;Salle Informatique;
17;TALENCE;1;PEIXOTTO;A04a;Bâtiment A04a;44.808118/-0.593245;351;cours de la libération;33405;TALENCE;42;Salle de conférence;
17;TALENCE;1;PEIXOTTO;A37;Bâtiment A37;44.810171/-0.593063;351;cours de la libération;33405;TALENCE;108;Salle informatique;
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;2A-421;Salle de cours;
5;BORDEAUX ;23;CARREIRE;255;IBIO;44.828165/-0.606107;146;Léo Saignat;33076;BORDEAUX;28;Salle de conférence;
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-307;Salle de cours;
5;BORDEAUX ;23;CARREIRE;223;Zone Nord A;44.827917/-0.607231;146;Léo Saignat;33076;BORDEAUX;4A-335;Salle de cours;
